,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,tweet,sentiment
0,826836704724086784,2022-12-01 23:59:40+00:00, ,1598466896051208192,in,0,0.1,0.2,95,"RT @03__nakula: Sandiwara untuk menjual Anies Baswedan.

Spanduk² penolakan yang provokatif dibuat pendukung Anies. Yang cabut ijin juga pe…",3
1,1525290767240966150,2022-12-01 23:59:29+00:00, ,1598466847682482176,in,0,0,0,160,"RT @keuangannews_id: Hasil Survei LSI Suara Anies Baswedan Naik Drastis, Bukti Rakyat Ingin Perubahan dan Perbaikan! https://t.co/CTtwiBn50S",1
2,1598315599804907520,2022-12-01 23:59:27+00:00, ,1598466842452176897,in,1,0,1,0,"@keuangannews_id Saya dari Lampung, hidup Anies Baswedan!!!",5
3,1185577104903000069,2022-12-01 23:59:06+00:00,1e2cf038c475ec68,1598466750353670146,in,0,0,0,0,"Rindu Perubahan, Ratusan Relawan Jarnas Rohul akan Sambut Kunjungan Anies Baswedan di Pekanbaru - Cakaplah - Berpikir Berbuat Bercakap https://t.co/6aLtBMigeP",1
4,920267964544204800,2022-12-01 23:58:58+00:00, ,1598466719915601920,in,0,0,0,308,RT @JamalBoegis: Fenomena Anies Baswedan membuat banyak kalangan kalang kabut. Nikmatilah kepanikanmu! https://t.co/72dTlYeQe1,1
5,59710562,2022-12-01 23:58:58+00:00, ,1598466716941832192,in,0,0,0,62,"RT @OposisiCerdas: Tangkap Sinyal 'Kunci' Pergerakan Anies Baswedan, Relawan: Tampaknya Para Penghambat Tak Belajar dari Masa Lalu
https://…",1
6,87834212,2022-12-01 23:58:32+00:00, ,1598466610939203584,in,0,0,0,99,"RT @tempodotco: ""NasDem senyum-senyum saja dengar (penjelasan Pemda Riau) itu. Nanti masyarakat yang nilai perilaku pejabat daerahnya,"" kat…",1
7,806335456308707328,2022-12-01 23:58:27+00:00, ,1598466590475169792,in,0,0,0,158,"RT @democrazymedia: Anies Baswedan Tegaskan Tidak Pernah 'Bayar Buzzer' Untuk Bertempur di Media Sosial
https://t.co/44dgxFAHjN",1
8,1330077678326714369,2022-12-01 23:58:12+00:00, ,1598466524851097600,in,0,0,0,59,"RT @keuangannews_id: Survei Indikator: PS Melorot Tajam, Anies Baswedan Naik Terus! https://t.co/C9G7Vtl0oL",1
9,1459063992949772289,2022-12-01 23:58:10+00:00, ,1598466515774631936,in,0,0,0,85,"RT @Relawananies: Anies Baswedan: Gagasan dan Rekam Jejak Harus Ditunjukkan kepada Publik

https://t.co/96bB0QZW9u",1
10,1345745587,2022-12-01 23:58:00+00:00, ,1598466474636881921,in,0,0,0,22,"RT @keuangannews_id: Hasil Survei Indikator terus Meningkat, Politikus Golkar: Menjadi Alasan Anies Baswedan Difitnah dan Digangguin Terus!…",1
11,1366050341809057793,2022-12-01 23:56:47+00:00, ,1598466167722897408,in,1,0,0,0,"Pencabutan Izin Acara Anies Baswedan, Bukti Ada Kepanikan dan Tidak Fair

https://t.co/7lN0waV4Ig",1
12,1004546876522164224,2022-12-01 23:56:19+00:00, ,1598466052442460160,in,0,0,0,62,"RT @OposisiCerdas: Tangkap Sinyal 'Kunci' Pergerakan Anies Baswedan, Relawan: Tampaknya Para Penghambat Tak Belajar dari Masa Lalu
https://…",1
13,887743587579944960,2022-12-01 23:56:04+00:00, ,1598465989938941952,in,104,0,7,24,"Ancaman Serius Prabowo di Pilpres 2024 Itu Bernama Anies Baswedan!
https://t.co/r18UitJ6Oz",1
14,1110154830339670016,2022-12-01 23:56:04+00:00, ,1598465987619467264,in,0,0,0,95,"RT @Relawananies: Pencabutan Izin Acara Anies Baswedan, Bukti Ada Kepanikan dan Tidak Fair

https://t.co/yICMcQWK4d",1
15,1458739454282063875,2022-12-01 23:56:00+00:00, ,1598465973929246720,in,0,0,0,187,"RT @BosPurwa: #AniesPendukungOrmasRadikal ?
iye sich, ampe bikin nangis bpk ini!

14 Feb 2020 Gub Anies Baswedan Meletakan batu Pertama Pem…",1
16,806335456308707328,2022-12-01 23:55:20+00:00, ,1598465802499657728,in,0,0,0,308,RT @JamalBoegis: Fenomena Anies Baswedan membuat banyak kalangan kalang kabut. Nikmatilah kepanikanmu! https://t.co/72dTlYeQe1,1
17,1549258710933188608,2022-12-01 23:55:06+00:00, ,1598465745260007425,in,0,0,0,325,"RT @MARQUEZ__93: Bahar Bin Smith Anjing A Hok Bin Babi, Banyak Pendukungnya org² Islam seperti Aqil Siradj, PKB, PPP, Kyai, Ustad, Haji, Ha…",1
18,1458739454282063875,2022-12-01 23:54:49+00:00, ,1598465672572731392,in,0,0,0,106,"RT @olvaholvah: Anies &amp; Aceh trending ya... wow
Kekuatan Aceh untuk Anies luar biasa👏
MashaAllah. Semoga berkah untuk semua. Aamiin

(Ketua…",5
19,847428943351226371,2022-12-01 23:54:44+00:00, ,1598465652905242625,in,0,0,0,164,RT @Densus722: Benarkah Aceh sudah tak lagi mandiri? Pemerintah Aceh membatalkan ijin kegiatan jalan sehat bersama Anies Baswedan yang suda…,1
20,1242365123571793926,2022-12-01 23:54:18+00:00, ,1598465543337824258,in,0,0,0,98,"RT @keuangannews_id: Makin Dihalangi dan Dijegal, Aktivis Malari: Popularitas serta Elektabilitas Anies Baswedan terus Melambung Tinggi! ht…",1
21,1598315599804907520,2022-12-01 23:53:53+00:00, ,1598465441021956097,in,0,0,0,0,"@CNNIndonesia Saya dari Lampung Insha Allah memilih Anies Baswedan. Bnyk bukti yg ditorehkan beliau utk kemajuan DKI jakarta mulai dari dibangunnya sarana prasarana, pemberantasan tempat tempat maksiat dan lainya.",1
